"","chromosome_name","start_position","end_position","hgnc_symbol"
"1547","17",42458844,42522582,"ATP6V0A1"
"1548","12",123712353,123761755,"ATP6V0A2"
"1549","7",138706294,138799560,"ATP6V0A4"
"1550","1",43974487,43978295,"ATP6V0B"
"1551","16",2513952,2520218,"ATP6V0C"
"1552","6",42727234,42727700,"ATP6V0CP3"
"1553","16",67438014,67481181,"ATP6V0D1"
"1554","8",85987323,86154225,"ATP6V0D2"
"1555","5",172983771,173035445,"ATP6V0E1"
"1556","7",149872968,149891204,"ATP6V0E2"
"1557","7",149867697,149880610,"ATP6V0E2-AS1"
"1558","3",113747027,113812056,"ATP6V1A"
"1559","2",70935900,70965431,"ATP6V1B1"
"1560","2",70941817,70948610,"ATP6V1B1-AS1"
"1561","8",20197381,20226819,"ATP6V1B2"
"1562","8",103021063,103073051,"ATP6V1C1"
"1563","2",10721100,10785110,"ATP6V1C2"
"1564","14",67294371,67360265,"ATP6V1D"
"1565","22",17592136,17628749,"ATP6V1E1"
"1566","2",46490750,46542577,"ATP6V1E2"
"1567","7",128862856,128865847,"ATP6V1F"
"1568","7",128866330,128872047,"ATP6V1FNB"
"1569","9",114587706,114598915,"ATP6V1G1"
"1570","CHR_HSCHR6_MHC_SSTO_CTG1",31535211,31537597,"ATP6V1G2"
"1571","CHR_HSCHR6_MHC_MANN_CTG1",31583922,31586304,"ATP6V1G2"
"1572","CHR_HSCHR6_MHC_DBB_CTG1",31526639,31529021,"ATP6V1G2"
"1573","CHR_HSCHR6_MHC_MCF_CTG1",31620808,31623190,"ATP6V1G2"
"1574","CHR_HSCHR6_MHC_QBL_CTG1",31534725,31537107,"ATP6V1G2"
"1575","CHR_HSCHR6_MHC_COX_CTG1",31531911,31534293,"ATP6V1G2"
"1576","6",31544444,31548427,"ATP6V1G2"
"1577","6",31530219,31546608,"ATP6V1G2-DDX39B"
"1578","CHR_HSCHR1_3_CTG31",198534710,198552432,"ATP6V1G3"
"1579","1",198523222,198540945,"ATP6V1G3"
"1580","8",53715543,53843558,"ATP6V1H"
"1581","X",77910690,78050395,"ATP7A"
"1582","13",51930436,52012125,"ATP7B"
"1583","4",42408373,42657121,"ATP8A1"
"1584","13",25371974,26025851,"ATP8A2"
"1585","18",57646426,57803315,"ATP8B1"
"1586","1",154325525,154351304,"ATP8B2"
"1587","19",1782075,1812276,"ATP8B3"
"1588","15",49858238,50182817,"ATP8B4"
"1589","9",35433707,35482210,"ATP8B5P"
"1590","20",51596514,51768390,"ATP9A"
"1591","CHR_HSCHR18_ALT2_CTG2_1",79072883,79091276,"ATP9B"
"1592","CHR_HSCHR18_2_CTG2_1",79074837,79074964,"ATP9B"
"1593","18",79069285,79378287,"ATP9B"
"1594","1",46632737,46673867,"ATPAF1"
"1595","17",17977409,18039209,"ATPAF2"
"1596","3",142449007,142578733,"ATR"
"1597","2",27212041,27217178,"ATRAID"
"1598","3",48446710,48467645,"ATRIP"
"1599","20",3471018,3651118,"ATRN"
"1600","10",115093365,115948999,"ATRNL1"
"1601","X",77504880,77786233,"ATRX"
"1602","6",16299112,16761491,"ATXN1"
"1603","22",45671798,45845307,"ATXN10"
"1604","16",71808439,71885268,"ATXN1L"
"1605","12",111443485,111599676,"ATXN2"
"1606","12",111599498,111600256,"ATXN2-AS"
"1607","16",28822999,28837237,"ATXN2L"
"1608","14",92044496,92106621,"ATXN3"
"1609","X",13318647,13320053,"ATXN3L"
"1610","3",63863155,64003462,"ATXN7"
"1611","7",105604772,105876599,"ATXN7L1"
"1612","1",109483479,109492804,"ATXN7L2"
"1613","17",44191805,44200113,"ATXN7L3"
"1614","12",74537835,74545430,"ATXN7L3B"
"1615","13",70107213,70171738,"ATXN8OS"
"1616","9",91213815,91361918,"AUH"
"1617","1",25831913,25859458,"AUNIP"
"1618","2",74526645,74529760,"AUP1"
"1619","20",56369389,56392337,"AURKA"
"1620","1",1373730,1375207,"AURKAIP1"
"1621","1",220266706,220267917,"AURKAP1"
"1622","17",8204733,8210600,"AURKB"
"1623","19",57231009,57235548,"AURKC"
"1624","7",69598296,70793506,"AUTS2"
"1625","15",33858782,34075155,"AVEN"
"1626","12",57797376,57818734,"AVIL"
"1627","7",32495426,32588726,"AVL9"
"1628","20",3082556,3084724,"AVP"
"1629","10",97677424,97687241,"AVPI1"
"1630","12",63142759,63151201,"AVPR1A"
"1631","1",206106936,206117699,"AVPR1B"
"1632","X",153902531,153907166,"AVPR2"
"1633","X",70234655,70240659,"AWAT1"
"1634","X",70040542,70049938,"AWAT2"
"1635","1",179365720,179554735,"AXDND1"
"1636","16",287440,352723,"AXIN1"
"1637","17",65528563,65561648,"AXIN2"
"1638","19",41219223,41261766,"AXL"
"1639","7",99966720,99976042,"AZGP1"
"1640","7",99980762,99987535,"AZGP1P1"
"1641","3",28315003,28349050,"AZI2"
"1642","8",102826111,102893864,"AZIN1"
"1643","1",33081104,33123492,"AZIN2"
"1644","CHR_HSCHR19_5_CTG2",825097,832018,"AZU1"
"1645","19",825097,832018,"AZU1"
"1646","CHR_HSCHR15_3_CTG8",44711489,44718888,"B2M"
"1647","15",44711358,44718851,"B2M"
"1648","3",161083883,161105411,"B3GALNT1"
"1649","CHR_HSCHR1_5_CTG32_1",235450981,235508243,"B3GALNT2"
"1650","1",235447190,235504452,"B3GALNT2"
"1651","2",167293001,167874045,"B3GALT1"
"1652","1",193178730,193186613,"B3GALT2"
"1653","CHR_HSCHR6_MHC_DBB_CTG1",33255053,33256746,"B3GALT4"
"1654","CHR_HSCHR6_MHC_QBL_CTG1",33205959,33207652,"B3GALT4"
"1655","CHR_HSCHR6_MHC_MCF_CTG1",33447505,33449198,"B3GALT4"
"1656","CHR_HSCHR6_MHC_COX_CTG1",33198732,33200425,"B3GALT4"
"1657","6",33277123,33284832,"B3GALT4"
"1658","21",39556442,39673137,"B3GALT5"
"1659","21",39597147,39612910,"B3GALT5-AS1"
"1660","1",1232237,1235041,"B3GALT6"
"1661","11",134378504,134412242,"B3GAT1"
"1662","6",70856679,70957060,"B3GAT2"
"1663","11",62615296,62622154,"B3GAT3"
"1664","13",31199975,31332276,"B3GLCT"
"1665","2",62196115,62224731,"B3GNT2"
"1666","19",17794828,17813576,"B3GNT3"
"1667","12",122203681,122208952,"B3GNT4"
"1668","3",183253253,183298504,"B3GNT5"
"1669","11",77034398,77041973,"B3GNT6"
"1670","2",231395710,231401164,"B3GNT7"
"1671","19",41425359,41428730,"B3GNT8"
"1672","16",67148104,67150998,"B3GNT9"
"1673","CHR_HSCHR17_1_CTG9",82942371,83050530,"B3GNTL1"
"1674","17",82942149,83051809,"B3GNTL1"
"1675","12",57623409,57633239,"B4GALNT1"
"1676","17",49132460,49176840,"B4GALNT2"
"1677","12",459939,563509,"B4GALNT3"
"1678","11",369499,382117,"B4GALNT4"
"1679","9",33104082,33167356,"B4GALT1"
"1680","9",33166948,33182865,"B4GALT1-AS1"
"1681","1",43978943,43991170,"B4GALT2"
"1682","1",161171310,161177968,"B4GALT3"
"1683","3",119211732,119240946,"B4GALT4"
"1684","3",119226486,119290666,"B4GALT4-AS1"
"1685","20",49632945,49713878,"B4GALT5"
"1686","18",31622246,31685836,"B4GALT6"
"1687","5",177600132,177610330,"B4GALT7"
"1688","11",66345374,66347629,"B4GAT1"
"1689","17",19334308,19378193,"B9D1"
"1690","19",41354417,41364165,"B9D2"
"1691","8",103140713,103230305,"BAALC"
"1692","8",103153394,103298772,"BAALC-AS1"
"1693","8",103132959,103141520,"BAALC-AS2"
"1694","CHR_HSCHR9_1_CTG5",101371093,101381063,"BAAT"
"1695","9",101354182,101385400,"BAAT"
"1696","19",17267376,17281249,"BABAM1"
"1697","2",27889941,28338901,"BABAM2"
"1698","11",117285232,117316259,"BACE1"
"1699","11",117288453,117293578,"BACE1-AS"
"1700","21",41167801,41282530,"BACE2"
"1701","21",29194071,29630751,"BACH1"
"1702","21",29370497,29373709,"BACH1-IT2"
"1703","21",29496047,29500386,"BACH1-IT3"
"1704","6",89926528,90296843,"BACH2"
"1705","11",64269830,64284704,"BAD"
"1706","9",33247820,33264720,"BAG1"
"1707","6",57172326,57189833,"BAG2"
"1708","10",119651380,119677819,"BAG3"
"1709","8",38176533,38213301,"BAG4"
"1710","14",103556545,103562657,"BAG5"
"1711","CHR_HSCHR6_MHC_COX_CTG1",31626429,31640114,"BAG6"
"1712","CHR_HSCHR6_MHC_MANN_CTG1",31678475,31692158,"BAG6"
"1713","CHR_HSCHR6_MHC_QBL_CTG1",31629248,31642931,"BAG6"
"1714","CHR_HSCHR6_MHC_MCF_CTG1",31715314,31728984,"BAG6"
"1715","CHR_HSCHR6_MHC_DBB_CTG1",31621198,31634883,"BAG6"
"1716","CHR_HSCHR6_MHC_SSTO_CTG1",31629769,31643448,"BAG6"
"1717","6",31639028,31652705,"BAG6"
"1718","21",10454134,10516431,"BAGE2"
"1719","17",81395457,81466331,"BAHCC1"
"1720","15",40439721,40468236,"BAHD1"
"1721","17",81035122,81117434,"BAIAP2"
"1722","17",81029130,81034881,"BAIAP2-DT"
"1723","7",98291650,98401090,"BAIAP2L1"
"1724","22",38084652,38111015,"BAIAP2L2"
"1725","16",1333638,1349441,"BAIAP3"
"1726","6",33572547,33580293,"BAK1"
"1727","10",28677510,28682932,"BAMBI"
"1728","9",69296678,69311111,"BANCR"
"1729","11",66002228,66004149,"BANF1"
"1730","20",17693672,17735871,"BANF2"
"1731","4",101411286,102074812,"BANK1"
"1732","16",87949244,88077318,"BANP"
"1733","3",52401008,52410008,"BAP1"
"1734","2",214725646,214809683,"BARD1"
"1735","9",132582606,132590252,"BARHL1"
"1736","1",90711539,90717302,"BARHL2"
"1737","9",93951627,93955355,"BARX1"
"1738","9",93955597,93959140,"BARX1-DT"
"1739","11",129375848,129452279,"BARX2"
"1740","5",17065598,17276843,"BASP1"
"1741","5",17089296,17217047,"BASP1-AS1"
"1742","13",22897341,22898005,"BASP1P1"
"1743","14",75522455,75546993,"BATF"
"1744","11",64987945,64997018,"BATF2"
"1745","1",212686417,212699840,"BATF3"
"1746","19",48954815,48961798,"BAX"
"1747","14",34752731,34875647,"BAZ1A"
"1748","7",73440406,73522293,"BAZ1B"
"1749","12",56595596,56636816,"BAZ2A"
"1750","2",159318979,159616569,"BAZ2B"
"1751","19",47220822,47232766,"BBC3"
"1752","10",110898730,110919201,"BBIP1"
"1753","14",74019349,74082863,"BBOF1"
"1754","11",27040725,27127809,"BBOX1"
"1755","11",27047186,27220113,"BBOX1-AS1"
"1756","11",66510606,66533613,"BBS1"
"1757","12",76344474,76348415,"BBS10"
"1758","4",122732702,122744942,"BBS12"
"1759","16",56465640,56582667,"BBS2"
"1760","15",72686179,72738475,"BBS4"
"1761","2",169479480,169506655,"BBS5"
"1762","4",121824329,121870487,"BBS7"
"1763","7",33109557,33877180,"BBS9"
"1764","3",107522936,107811339,"BBX"
"1765","19",44809071,44821421,"BCAM"
"1766","1",156641390,156659532,"BCAN"
"1767","CHR_HG2266_PATCH",107580906,107618493,"BCAP29"
"1768","7",107580246,107629170,"BCAP29"
"1769","X",153700492,153724565,"BCAP31"
"1770","CHR_HSCHR16_5_CTG3_1",75228207,75268085,"BCAR1"
"1771","16",75228181,75268053,"BCAR1"
"1772","1",93561741,93847150,"BCAR3"
"1773","16",11819829,11828845,"BCAR4"
"1774","20",53936777,54070594,"BCAS1"
"1775","1",114567557,114581629,"BCAS2"
"1776","17",60677453,61392838,"BCAS3"
"1777","20",50794894,50877177,"BCAS4"
"1778","12",24810024,24949101,"BCAT1"
"1779","19",48795062,48811029,"BCAT2"
"1780","10",125823546,125853695,"BCCIP"
"1781","12",49836043,49843106,"BCDIN3D"
"1782","12",49827913,49841143,"BCDIN3D-AS1"
"1783","3",165772904,165837462,"BCHE"
"1784","19",41397808,41425002,"BCKDHA"
"1785","6",80106647,80346270,"BCKDHB"
"1786","16",31106107,31112791,"BCKDK"
"1787","1",85265776,85276632,"BCL10"
"1788","2",60450520,60554467,"BCL11A"
"1789","14",99169287,99272197,"BCL11B"
"1790","18",63123346,63320128,"BCL2"
"1791","15",79960892,79971196,"BCL2A1"
"1792","20",31664452,31723989,"BCL2L1"
"1793","15",52109263,52112775,"BCL2L10"
"1794","2",111119378,111168445,"BCL2L11"
"1795","19",49665142,49673916,"BCL2L12"
"1796","22",17628855,17730855,"BCL2L13"
"1797","CHR_HG1362_PATCH",12049844,12211084,"BCL2L14"
"1798","12",12049844,12211084,"BCL2L14"
"1799","1",113876816,113887581,"BCL2L15"
"1800","14",23298790,23311751,"BCL2L2"
"1801","14",23306833,23326175,"BCL2L2-PABPN1"
"1802","19",44747705,44760044,"BCL3"
"1803","3",187721377,187745725,"BCL6"
"1804","17",7023050,7030290,"BCL6B"
"1805","CHR_HG2247_PATCH",122019422,122062044,"BCL7A"
"1806","12",122019422,122062044,"BCL7A"
"1807","7",73536356,73557690,"BCL7B"
"1808","16",30833626,30894302,"BCL7C"
"1809","1",147541501,147626216,"BCL9"
"1810","11",118893875,118925926,"BCL9L"
"1811","6",136256627,136289851,"BCLAF1"
"1812","X",19912860,19991061,"BCLAF3"
"1813","16",81238689,81291142,"BCO1"
"1814","11",112175510,112224699,"BCO2"
"1815","X",40049815,40177329,"BCOR"
"1816","X",129981107,130058071,"BCORL1"
"1817","Y",19456585,19484884,"BCORP1"
"1818","22",23179704,23318037,"BCR"
"1819","22",21115929,21119758,"BCRP2"
"1820","22",24632915,24650012,"BCRP3"
"1821","2",218658764,218663443,"BCS1L"
"1822","2",47335315,47335514,"BCYRN1"
"1823","CHR_HSCHR3_2_CTG3",197506664,197557450,"BDH1"
"1824","3",197509783,197573323,"BDH1"
"1825","4",103077592,103099870,"BDH2"
"1826","14",96256210,96268967,"BDKRB1"
"1827","14",96204679,96244166,"BDKRB2"
"1828","11",27654893,27722058,"BDNF"
"1829","11",27506830,27698231,"BDNF-AS"
"1830","CHR_HSCHR5_1_CTG1_1",70780935,70893131,"BDP1"
"1831","CHR_HSCHR5_2_CTG1_1",70670918,70783123,"BDP1"
"1832","5",71455651,71567820,"BDP1"
"1833","16",66427295,66493529,"BEAN1"
"1834","16",66469796,66481230,"BEAN1-AS1"
"1835","17",42810134,42833350,"BECN1"
"1836","1",241957767,241959062,"BECN2"
"1837","14",100537147,100587417,"BEGAIN"
"1838","X",18162931,18220886,"BEND2"
"1839","6",107065182,107115515,"BEND3"
"1840","10",79682997,79685436,"BEND3P3"
"1841","4",42110853,42152878,"BEND4"
"1842","1",48727519,48776969,"BEND5"
"1843","6",56955107,57027346,"BEND6"
"1844","10",13438484,13529014,"BEND7"
"1845","11",61950063,61965515,"BEST1"
"1846","19",12751702,12758458,"BEST2"
"1847","12",69643360,69699476,"BEST3"
"1848","1",44783585,44788170,"BEST4"
"1849","7",93962762,94004382,"BET1"
"1850","11",167784,207399,"BET1L"
"1851","X",103062651,103064171,"BEX1"
"1852","X",103309346,103311007,"BEX2"
"1853","X",103376395,103378164,"BEX3"
"1854","X",103215108,103217246,"BEX4"
"1855","X",102153708,102155977,"BEX5"
"1856","CHR_HSCHR16_1_CTG1",14632814,14669237,"BFAR"
"1857","16",14632931,14669236,"BFAR"
"1858","20",17493905,17569220,"BFSP1"
"1859","3",133400056,133475222,"BFSP2"
"1860","3",133429269,133455776,"BFSP2-AS1"
"1861","1",156242184,156243317,"BGLAP"
"1862","11",5244554,5245546,"BGLT3"
"1863","X",153494980,153509546,"BGN"
"1864","7",98211439,98215457,"BHLHA15"
"1865","17",1270444,1271815,"BHLHA9"
"1866","X",102720688,102753540,"BHLHB9"
"1867","8",64580365,64583627,"BHLHE22"
"1868","20",63005927,63007035,"BHLHE23"
"1869","3",4979437,4985323,"BHLHE40"
"1870","3",4896806,4980414,"BHLHE40-AS1"
"1871","12",26120030,26125037,"BHLHE41"
"1872","5",79111809,79132288,"BHMT"
"1873","5",79069767,79090069,"BHMT2"
"1874","10",58512872,58831435,"BICC1"
"1875","12",32106835,32383633,"BICD1"
"1876","9",92711363,92764833,"BICD2"
"1877","12",119989236,120094494,"BICDL1"
"1878","16",3027682,3036944,"BICDL2"
"1879","19",47608196,47703277,"BICRA"
"1880","6",42746958,42868558,"BICRAL"
"1881","22",17734138,17774770,"BID"
"1882","22",43110750,43129712,"BIK"
"1883","2",127048027,127107288,"BIN1"
"1884","12",51281038,51324668,"BIN2"
"1885","8",22620418,22669148,"BIN3"
"1886","11",102347211,102378670,"BIRC2"
"1887","11",102317450,102339403,"BIRC3"
"1888","17",78214186,78225636,"BIRC5"
"1889","2",32357023,32619571,"BIRC6"
"1890","2",32557703,32557847,"BIRC6-AS2"
"1891","2",32557273,32574818,"BIRC6-AS2"
"1892","20",63235883,63240495,"BIRC7"
"1893","19",53289601,53291426,"BIRC8"
"1894","19",17405686,17419324,"BISPR"
"1895","13",102799119,102841533,"BIVM"
"1896","13",102799110,102875994,"BIVM-ERCC5"
"1897","1",205434885,205457091,"BLACAT1"
"1898","7",155356985,155367934,"BLACE"
"1899","20",37492472,37527931,"BLCAP"
"1900","11",122115340,122116215,"BLID"
"1901","CHR_HG76_PATCH",8388247,8409603,"BLK"
"1902","8",11486894,11564599,"BLK"
"1903","15",90717346,90816166,"BLM"
"1904","17",30248203,30292056,"BLMH"
"1905","10",96189171,96271587,"BLNK"
"1906","12",55716038,55720087,"BLOC1S1"
"1907","10",100273280,100286680,"BLOC1S2"
"1908","19",45178784,45216933,"BLOC1S3"
"1909","4",6716174,6717664,"BLOC1S4"
"1910","6",8013567,8064396,"BLOC1S5"
"1911","6",7881522,8064364,"BLOC1S5-TXNDC5"
"1912","15",45587214,45615945,"BLOC1S6"
"1913","7",43758680,43807342,"BLVRA"
"1914","19",40447765,40465764,"BLVRB"
"1915","1",169367970,169396540,"BLZF1"
"1916","15",40087890,40108892,"BMF"
"1917","10",22321099,22331484,"BMI1"
"1918","8",22165140,22212326,"BMP1"
"1919","2",68860909,68871397,"BMP10"
"1920","X",50910735,50916641,"BMP15"
"1921","20",6767686,6780246,"BMP2"
"1922","4",78776342,78916365,"BMP2K"
"1923","4",81030708,81057627,"BMP3"
"1924","14",53949736,53958761,"BMP4"
"1925","6",55753653,55875590,"BMP5"
"1926","6",7726099,7881728,"BMP6"
"1927","20",57168753,57266641,"BMP7"
"1928","20",57214872,57215866,"BMP7-AS1"
"1929","1",39491636,39529869,"BMP8A"
"1930","1",39757182,39788865,"BMP8B"
"1931","7",33904308,34156427,"BMPER"
"1932","10",86756601,86932825,"BMPR1A"
"1933","4",94757955,95158448,"BMPR1B"
"1934","4",94743668,94757681,"BMPR1B-DT"
"1935","2",202376327,202567751,"BMPR2"
"1936","10",42782795,42834937,"BMS1"
"1937","10",46788397,46799819,"BMS1P1"
"1938","9",40505399,40566281,"BMS1P14"
"1939","14",19316114,19316773,"BMS1P17"
"1940","10",47540077,47551919,"BMS1P2"
"1941","22",22303224,22310401,"BMS1P20"
"1942","10",79906605,79907856,"BMS1P21"
"1943","22",15805847,15806503,"BMS1P22"
"1944","10",73717115,73728580,"BMS1P4"
"1945","7",112819147,112939875,"BMT2"
"1946","X",15464246,15556529,"BMX"
"1947","15",83255884,83284664,"BNC1"
"1948","9",16409503,16870843,"BNC2"
"1949","9",16726814,16727524,"BNC2-AS1"
"1950","5",173144442,173164387,"BNIP1"
"1951","15",59659146,59689339,"BNIP2"
"1952","10",131967684,131981967,"BNIP3"
"1953","8",26383054,26505636,"BNIP3L"
"1954","1",151036321,151047720,"BNIPL"
"1955","3",113211003,113287459,"BOC"
"1956","5",173607145,173616659,"BOD1"
"1957","4",13568738,13627725,"BOD1L1"
"1958","18",57147087,57150410,"BOD1L2"
"1959","2",241551424,241574131,"BOK"
"1960","2",241544403,241558977,"BOK-AS1"
"1961","1",149887890,149900798,"BOLA1"
"1962","16",29453590,29454351,"BOLA2"
"1963","16",29443230,29454651,"BOLA2-SMG1P6"
"1964","16",30192932,30194306,"BOLA2B"
"1965","2",74135400,74147912,"BOLA3"
"1966","2",197726879,197786762,"BOLL"
"1967","CHR_HG2419_PATCH",144262045,144291438,"BOP1"
"1968","8",144262045,144291438,"BOP1"
"1969","13",72727749,72756198,"BORA"
"1970","CHR_HG1362_PATCH",12357078,12471238,"BORCS5"
"1971","12",12357078,12471233,"BORCS5"
"1972","17",8188345,8190180,"BORCS6"
"1973","10",102854259,102864961,"BORCS7"
"1974","10",102854272,102901899,"BORCS7-ASMT"
"1975","19",19176903,19192591,"BORCS8"
"1976","19",19145569,19192158,"BORCS8-MEF2B"
"1977","3",139104185,139125171,"BPESC1"
"1978","7",134646811,134679816,"BPGM"
"1979","6",3118374,3153578,"BPHL"
"1980","20",38304150,38337505,"BPI"
"1981","20",33235995,33243311,"BPIFA1"
"1982","20",33161768,33181412,"BPIFA2"
"1983","20",33217310,33227806,"BPIFA3"
"1984","20",33198212,33207741,"BPIFA4P"
"1985","20",33193585,33210462,"BPIFA4P"
"1986","20",33273480,33309871,"BPIFB1"
"1987","20",33007704,33023703,"BPIFB2"
"1988","20",33053903,33073847,"BPIFB3"
"1989","20",33079643,33111751,"BPIFB4"
"1990","20",33031648,33044047,"BPIFB6"
"1991","22",32413845,32464484,"BPIFC"
"1992","1",220057482,220090462,"BPNT1"
"1993","17",67825503,67984378,"BPTF"
"1994","Y",22973819,23005465,"BPY2"
"1995","Y",24607560,24639207,"BPY2B"
"1996","Y",25030901,25062548,"BPY2C"
"1997","7",140719327,140924929,"BRAF"
"1998","12",111642146,111685956,"BRAP"
"1999","7",2537810,2555694,"BRAT1"
"2000","17",43044295,43170245,"BRCA1"
"2001","13",32315086,32400268,"BRCA2"
"2002","X",155071420,155123077,"BRCC3"
"2003","22",49773283,49827873,"BRD1"
"2004","CHR_HSCHR6_MHC_MANN_CTG1",33122451,33135290,"BRD2"
"2005","CHR_HSCHR6_MHC_SSTO_CTG1",33059372,33122227,"BRD2"
"2006","CHR_HSCHR6_MHC_DBB_CTG1",32955787,32959446,"BRD2"
"2007","CHR_HSCHR6_MHC_MCF_CTG1",33002124,33012662,"BRD2"
"2008","CHR_HSCHR6_MHC_COX_CTG1",32890988,32903839,"BRD2"
"2009","CHR_HSCHR6_MHC_QBL_CTG1",32897392,32910230,"BRD2"
"2010","6",32968594,32981505,"BRD2"
"2011","9",134030305,134068535,"BRD3"
"2012","9",134025481,134034666,"BRD3OS"
"2013","19",15235519,15332545,"BRD4"
"2014","16",50313487,50368988,"BRD7"
"2015","6",118501430,118502906,"BRD7P3"
"2016","5",138139770,138178953,"BRD8"
"2017","5",850291,892801,"BRD9"
"2018","1",91949343,92014426,"BRDT"
"2019","X",96337236,96337912,"BRDTP1"
"2020","14",105209286,105315589,"BRF1"
"2021","8",37843268,37849861,"BRF2"
"2022","7",98252379,98310441,"BRI3"
"2023","12",124993645,125031231,"BRI3BP"
"2024","16",2209253,2210905,"BRICD5"
"2025","9",119153458,119369435,"BRINP1"
"2026","1",177170958,177282422,"BRINP2"
"2027","1",190097658,190478404,"BRINP3"
"2028","17",61679139,61863559,"BRIP1"
"2029","5",34915677,34925996,"BRIX1"
"2030","3",10115675,10127190,"BRK1"
"2031","11",66337333,66345125,"BRMS1"
"2032","14",35826338,35932325,"BRMS1L"
"2033","1",222712553,222735196,"BROX"
"2034","3",9731729,9748019,"BRPF1"
"2035","6",36196744,36232790,"BRPF3"
"2036","X",136487947,136493780,"BRS3"
"2037","19",55282072,55312562,"BRSK1"
"2038","11",1389899,1462689,"BRSK2"
"2039","21",39184176,39321559,"BRWD1"
"2040","21",39315707,39323218,"BRWD1-AS1"
"2041","21",39313907,39314962,"BRWD1-AS2"
"2042","X",80669503,80809877,"BRWD3"
"2043","11",62689289,62709845,"BSCL2"
"2044","1",32364633,32394731,"BSDC1"
"2045","19",571277,583494,"BSG"
"2046","3",49554477,49671549,"BSN"
"2047","3",49549306,49554366,"BSN-DT"
"2048","1",54998933,55017172,"BSND"
"2049","19",47968046,47992170,"BSPH1"
"2050","9",113349541,113371233,"BSPRY"
"2051","4",15703065,15738313,"BST1"
"2052","19",17402939,17405630,"BST2"
"2053","11",122977570,122981834,"BSX"
"2054","10",91923770,92031437,"BTAF1"
"2055","15",83016423,83067252,"BTBD1"
"2056","11",13388008,13463297,"BTBD10"
"2057","10",122271296,122338159,"BTBD16"
"2058","17",74356416,74361868,"BTBD17"
"2059","11",57743514,57752675,"BTBD18"
"2060","1",44808523,44815585,"BTBD19"
"2061","19",1985438,2034881,"BTBD2"
"2062","20",11890723,11926609,"BTBD3"
"2063","14",105248533,105251093,"BTBD6"
"2064","CHR_HSCHR14_7_CTG1",93237550,93333092,"BTBD7"
"2065","14",93237550,93333092,"BTBD7"
"2066","1",92080305,92184725,"BTBD8"
"2067","6",38168451,38640148,"BTBD9"
"2068","6",38481692,38482531,"BTBD9-AS1"
"2069","4",74744759,74794523,"BTC"
"2070","3",15601341,15722311,"BTD"
"2071","5",73498408,73505667,"BTF3"
"2072","1",52056199,52090716,"BTF3L4"
"2073","13",76928066,76928836,"BTF3P11"
"2074","12",92140278,92145846,"BTG1"
"2075","1",203305491,203309602,"BTG2"
"2076","CHR_HSCHR21_6_CTG1_1",17604145,17612947,"BTG3"
"2077","21",17593653,17612945,"BTG3"
"2078","CHR_HSCHR21_6_CTG1_1",17611744,17633199,"BTG3-AS1"
"2079","21",17611696,17633943,"BTG3-AS1"
"2080","11",111467526,111514367,"BTG4"
"2081","X",101349338,101390796,"BTK"
"2082","3",112463966,112499472,"BTLA"
"2083","6",26500303,26510425,"BTN1A1"
"2084","6",26457904,26476621,"BTN2A1"
"2085","6",26383096,26394874,"BTN2A2"
"2086","6",26422119,26431615,"BTN2A3P"
"2087","6",26421391,26432383,"BTN2A3P"
"2088","6",26402237,26415208,"BTN3A1"
"2089","6",26365159,26378320,"BTN3A2"
"2090","6",26440472,26453415,"BTN3A3"
"2091","CHR_HG2002_PATCH",228510425,228512305,"BTNL10"
"2092","1",228510425,228512305,"BTNL10"
"2093","CHR_HSCHR6_8_CTG1",32402558,32414973,"BTNL2"
"2094","CHR_HSCHR6_MHC_APD_CTG1",32460601,32473766,"BTNL2"
"2095","CHR_HSCHR6_MHC_MCF_CTG1",32470120,32483292,"BTNL2"
"2096","CHR_HSCHR6_MHC_DBB_CTG1",32369461,32382615,"BTNL2"
"2097","CHR_HSCHR6_MHC_SSTO_CTG1",32401346,32414522,"BTNL2"
"2098","CHR_HSCHR6_MHC_MANN_CTG1",32433363,32446554,"BTNL2"
"2099","CHR_HSCHR6_MHC_QBL_CTG1",32351409,32364583,"BTNL2"
"2100","CHR_HSCHR6_MHC_COX_CTG1",32342174,32355327,"BTNL2"
"2101","6",32393339,32407181,"BTNL2"
"2102","5",180988846,181006727,"BTNL3"
"2103","5",180899077,180950906,"BTNL8"
"2104","5",181040225,181061521,"BTNL9"
"2105","10",101354033,101557321,"BTRC"
"2106","2",110637528,110678063,"BUB1"
"2107","15",40161023,40221123,"BUB1B"
"2108","15",40218500,40264890,"BUB1B-PAK6"
"2109","10",123154402,123170467,"BUB3"
"2110","11",116748170,116772987,"BUD13"
"2111","7",73683025,73705161,"BUD23"
"2112","7",99408641,99419616,"BUD31"
"2113","6",105096822,105137157,"BVES"
"2114","6",105136308,105199559,"BVES-AS1"
"2115","6",41921499,41933046,"BYSL"
"2116","2",200810594,200827338,"BZW1"
"2117","7",16646131,16706523,"BZW2"
"2118","10",71711701,71737824,"C10orf105"
"2119","10",122697709,122699846,"C10orf120"
"2120","10",130020025,130110830,"C10orf143"
"2121","10",49679651,49710261,"C10orf53"
"2122","10",73909969,73922777,"C10orf55"
"2123","10",97589721,97590934,"C10orf62"
"2124","10",23202696,23344845,"C10orf67"
"2125","10",49299170,49327492,"C10orf71"
"2126","10",49296112,49299018,"C10orf71-AS1"
